"Brand","model","size","shape","ground_type","max_diameter_in","overall_length_in","overall_width_in","mat_diameter_in","mat_length_in","mat_width_in","mat_frame_height_in","safety_net_height_in","total_height_in","frame_tube_diameter_in","spring_system","spring_count","spring_length_in","max_single_user_weight_lb","combined_total_weight_rating_lb","static_weight_rating_lb","country_made_in","frame_material","mat_material","net_material","padding_material","warranty_frame_years","warranty_mat_years","warranty_springs_years","warranty_net_years","warranty_pads_years","warranty_parts_years","meets_us_standard","us_standard_details","other_standards","price_usd","price_basis","source_urls","notes","notes.1"
"Little Tikes","LOL Surprise™ 12ft Trampoline","12ft","Round","above ground","144","144","144","","","","","","","","","","","","","","","","","","","","","","","","","","","","349.99","Exact size price","https://www.littletikes.com/products/lol-surprise-12ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Little Tikes","LOL Surprise™ 7ft Trampoline","7ft","Round","above ground","84","84","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","269.99","Exact size price","https://www.littletikes.com/products/lol-suprise-7ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Little Tikes","Light-Up Trampoline","3ft","Round","above ground","36","36","36","","","","","","","","","","","55","","","","","","","","","","","","","","","","","102.99","Exact size price","https://www.littletikes.com/products/light-up-trampoline","Official page states 55 lb weight capacity.",""
"Little Tikes","Mega 10-foot Trampoline","10ft","Round","above ground","120","120","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","264.99","Exact size price","https://www.littletikes.com/products/mega-10-foot-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Little Tikes","Mega 12-foot Trampoline","12ft","Round","above ground","144","144","144","","","","","","","","","","","","","","","","","","","","","","","","","","","","319.99","Exact size price","https://www.littletikes.com/products/mega-12-foot-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Little Tikes","Mega 15-foot Trampoline","15ft","Round","above ground","180","180","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","479.99","Exact size price","https://www.littletikes.com/products/mega-15-foot-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","10ft Steelflex Pro Trampoline","10ft","Round","above ground","120","120","120","","","","","","","","Coil springs","","","220","","","","Galvanized steel","TenCate Permatron","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","149","","https://www.sportspowerltd.net/product-page/10ft-steelflex-pro-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","12ft Steelflex Pro Trampoline","12ft","Round","above ground","144","144","144","","","","","","","","Coil springs","","","220","","","","Galvanized steel","TenCate Permatron","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/12ft-steelflex-pro-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","13ft Steelflex Pro Trampoline","13ft","Round","above ground","156","156","156","","","","","","","","","","","","","","","Galvanized steel","UV-resistant jump mat","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/13ft-steelflex-pro-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","14 Ft Garden Style Trampoline","14ft","Round","above ground","168","168","168","","","","","","","","","","","","","","","Galvanized steel","UV-resistant jump mat","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/14-ft-garden-style-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","14ft Steelflex Pro Trampoline","14ft","Round","above ground","168","168","168","","","","","","","","","","","","","","","Galvanized steel","UV-resistant jump mat","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","198","","https://www.sportspowerltd.net/product-page/14ft-steelflex-pro-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","15ft Steelflex Pro Trampoline","15ft","Round","above ground","180","180","180","","","","","","107.5","","","96","","220","","","","Galvanized steel","UV-resistant jump mat","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/15ft-steelflex-pro-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","48” Mini Trampoline","48in","Round","above ground","48","48","48","","","","","","","","","","","","","","","Galvanized steel","","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/48-mini-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","48” Mini Trampoline with Handle","48in","Round","above ground","48","48","48","","","","","","","","","","","","","","","Galvanized steel","","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/48-mini-trampoline-with-handle","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","55"" My First Trampoline","55in Blue/Yellow","Round","above ground","55","55","55","","","","","","","","","","","","","","","Galvanized steel","","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/55-my-first-trampoline-blue-yellow","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","55"" My First Trampoline","55in Green/Yellow","Round","above ground","55","55","55","","","","","","","","","","","","","","","Galvanized steel","","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/55-my-first-trampoline-green-yellow","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","55"" My First Trampoline","55in Red/Black","Round","above ground","55","55","55","","","","","","","","","","","","","","","Galvanized steel","","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/55-my-first-trampoline-red-black","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","7ft My First Trampoline","7ft","Round","above ground","84","84","84","","","","","","","","","","","","","","","Galvanized steel","","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/7ft-my-first-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","7ft My First Trampoline with blow molded “U” legs","7ft","Round","above ground","84","84","84","","","","","","","","","","","","","","","Galvanized steel","","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/7ft-my-first-trampoline-with-blow-molded-u-legs","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","84"" My First Trampoline","84in","Round","above ground","84","84","84","","","","","","","","","","","","","","","Galvanized steel","","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/84-my-first-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","8ft Steelflex Pro Trampoline","8ft","Round","above ground","96","96","96","","","","","","95.5","","Coil springs","48","","220","","","","Galvanized steel","TenCate Permatron","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/8ft-steelflex-pro-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Sportspower / Bounce Pro","My First Jump""N""Swing","7ft","Round","above ground","84","","","","","","","","","","","","","","","","","Galvanized steel","UV-resistant jump mat","UV-resistant polyethylene","Padded spring cover","7","3","","1","1","1","Yes","ASTM","","","","https://www.sportspowerltd.net/product-page/my-first-jump-n-swing","Official catalogue item; size/specs were not surfaced in the page snippet.",""
"JumpKing","10' x 15' Oval Trampoline with Safety Enclosure and Basketball Hoop","10x15ft","Oval","above ground","180","180","120","","","","","","","","","","","200","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","749.99","Exact size price","https://www.jumpking.com/","Search snippet says meets or exceeds latest ASTM standards.",""
"JumpKing","10' x 15' Rectangle Trampoline","10x15ft","Rectangle","above ground","180","180","120","","","","","","","","","","","","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","899.99","Exact size price","https://www.walmart.com/search?q=JumpKing+10+x+15+Rectangle+Trampoline","JumpKing FAQ says all products meet or exceed ASTM standards; warranty page gives 1 year frame/jumping surface, 6 months pad, 90 days all other parts.",""
"JumpKing","10' x 16' Pro-Series Rectangle Trampoline","10x16ft","Rectangle","above ground","192","192","120","","","","","","","","","","","","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","1299","Exact size price","https://www.amazon.com/dp/B0DQF3B788","JumpKing FAQ says all products meet or exceed ASTM standards; warranty page gives 1 year frame/jumping surface, 6 months pad, 90 days all other parts.",""
"JumpKing","12ft Round Trampoline with Protective Enclosure and Powder-Coated Ladder","12ft","Round","above ground","144","144","144","","","","","","","","","","","","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","379.99","Exact size price","https://www.jumpking.com/","Product page says ASTM safety certified.",""
"JumpKing","14ft Round Trampoline with Protective Enclosure and Powder-Coated Ladder","14ft","Round","above ground","168","168","168","","","","31","73","104","","","","","200","","","","Galvanized steel","Polypropylene","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","479.99","Exact size price","https://www.jumpking.com/","Product page says ASTM safety certified and lists detailed dimensions.",""
"JumpKing","15ft Trampoline with Protective Enclosure, Powder-Coated Ladder, Basketball Hoop","15ft","Round","above ground","180","180","180","","","","","","","","","98","6","300","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","599.99","Exact size price","https://www.jumpking.com/","Product page says ASTM compliant and lists 98 springs at 6 inches.",""
"JumpKing","7' Hex ZorbPOD with hardback hoop and ball","7ft","Hexagon","above ground","84","84","84","","","","","","","","","","","180","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","299.99","Exact size price","https://www.jumpking.com/","Product page says meet or exceed ASTM standards.",""
"JumpKing","7' x 10' Rectangular Trampoline","7x10ft","Rectangle","above ground","120","120","84","","","","","","","","","","","","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","499.99","Exact size price","https://www.jumpking.com/","JumpKing FAQ says all products meet or exceed ASTM standards; warranty page gives 1 year frame/jumping surface, 6 months pad, 90 days all other parts.",""
"JumpKing","7ft Round Trampoline with Jumping Enclosure & Mat Ramp","7ft","Round","above ground","84","84","84","","","","","","","","","","","","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","209.99","Exact size price","https://www.jumpking.com/","Product page gives JumpKing standard warranty details.",""
"JumpKing","JKRC1018V3 – 10' x 18' Rectangular Trampoline with 2 Basketball Hoops","10x18ft","Rectangle","above ground","216","216","120","","","","","","","","","","","","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","1795","Exact size price","https://www.amazon.com/dp/B0DQF3B788","JumpKing FAQ says all products meet or exceed ASTM standards; warranty page gives 1 year frame/jumping surface, 6 months pad, 90 days all other parts.",""
"JumpKing","JumpKing 36"" Ivory White Bouncer","36in","Round","above ground","36","36","36","","","","","","","","","","","","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","79.99","Exact size price","https://trampolinepartsandsupply.com/jumpking-36-in-indoor-and-outdoor-toddler-trampoline-with-bungee-cords-powder-coated-rust-resistant-jk36iv","JumpKing FAQ says all products meet or exceed ASTM standards; warranty page gives 1 year frame/jumping surface, 6 months pad, 90 days all other parts.",""
"JumpKing","JumpKing 40in Bouncer Round with Springs","40in","Round","above ground","40","40","40","","","","","","","","","","","","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","129.99","Exact size price","https://www.jumpking.com/","JumpKing FAQ says all products meet or exceed ASTM standards; warranty page gives 1 year frame/jumping surface, 6 months pad, 90 days all other parts.",""
"JumpKing","JumpKing 60” Round Trampoline with Enclosure","60in","Round","above ground","60","60","60","","","","","","","","","","","","","","","Galvanized steel","","","","1","1","0.25","0.25","0.5","0.25","Yes","ASTM","","139.99","Exact size price","https://www.walmart.com/ip/JumpKing-60-Round-Trampoline-with-Enclosure-The-Ultimate-Fun-for-Indoor-Outdoor-Play/17153103127","JumpKing FAQ says all products meet or exceed ASTM standards; warranty page gives 1 year frame/jumping surface, 6 months pad, 90 days all other parts.",""
"JUMPZYLLA","Jumpzylla model","8ft","Round","","96","96","96","","","","","","","","","","","","","","","Galvanized steel","UV-resistant jump mat","Safety net","","","","","","","","Yes","ASTM","BSCI; Intertek detection","199.94","","https://www.amazon.com/JUMPZYLLA-Trampoline-Enclosure-Recreational-Anti-Rust/dp/B0GN41L673","Official Jumpzylla page says there are 5 sizes from 8ft to 15ft diameters. Current page content appears repurposed for tent customisation, so pricing was not reliable.",""
"JUMPZYLLA","Jumpzylla model","10ft","Round","","120","120","120","","","","","","","","Coil springs","","","","","","","Galvanized steel","UV-resistant jump mat","Safety net","","","","","","","","Yes","ASTM","BSCI; Intertek detection","269.95","","https://www.amazon.com/JUMPZYLLA-Trampoline-Enclosure-Recreational-Anti-Rust/dp/B0GN41L673","Official Jumpzylla page says there are 5 sizes from 8ft to 15ft diameters. Current page content appears repurposed for tent customisation, so pricing was not reliable.",""
"JUMPZYLLA","Jumpzylla model","12ft","Round","","144","144","144","","","","","","","","Coil springs","","","","","","","Galvanized steel","UV-resistant jump mat","Safety net","","","","","","","","Yes","ASTM","BSCI; Intertek detection","299.95","","https://www.amazon.com/JUMPZYLLA-Trampoline-Enclosure-Recreational-Anti-Rust/dp/B0GN41L673","Official Jumpzylla page says there are 5 sizes from 8ft to 15ft diameters. Current page content appears repurposed for tent customisation, so pricing was not reliable.",""
"JUMPZYLLA","Jumpzylla model","14ft","Round","","168","168","168","","","","","","","","Coil springs","","","","","","","Galvanized steel","UV-resistant jump mat","Safety net","","","","","","","","Yes","ASTM","BSCI; Intertek detection","419.95","","https://www.amazon.com/JUMPZYLLA-Trampoline-Enclosure-Recreational-Anti-Rust/dp/B0GN41L673","Official Jumpzylla page says there are 5 sizes from 8ft to 15ft diameters. Current page content appears repurposed for tent customisation, so pricing was not reliable.",""
"JUMPZYLLA","Jumpzylla model","15ft","Round","","180","180","180","","","","","","","","Coil springs","","","","","","","Galvanized steel","UV-resistant jump mat","Safety net","","","","","","","","Yes","ASTM","BSCI; Intertek detection","449.95","","https://www.amazon.com/JUMPZYLLA-Trampoline-Enclosure-Recreational-Anti-Rust/dp/B0GN41L673","Official Jumpzylla page says there are 5 sizes from 8ft to 15ft diameters. Current page content appears repurposed for tent customisation, so pricing was not reliable.",""
"ORCC","1200LBS Heavy Duty Recreational Trampoline","8ft","Round","","96","96","96","","","","","","","","Coil springs","","","375","","","","Galvanized steel","","UV-resistant polyethylene","","2","1","1","0.5","0.5","","","","","259.99","Model family from price","https://www.orccs.com/index.html","Official sources surface size range and capacity guidance by size group; exact size prices were not all surfaced.",""
"ORCC","1200LBS Heavy Duty Recreational Trampoline","10ft","Round","","120","120","120","","","","","","","","Coil springs","","","375","","","","Galvanized steel","","UV-resistant polyethylene","","2","1","1","0.5","0.5","","","","","279.99","Model family from price","https://www.orccs.com/index.html","Official sources surface size range and capacity guidance by size group; exact size prices were not all surfaced.",""
"ORCC","1200LBS Heavy Duty Recreational Trampoline","12ft","Round","","144","144","144","","","","","","","","Coil springs","","","400","","","","Galvanized steel","","UV-resistant polyethylene","","2","1","1","0.5","0.5","","","","","329.99","Model family from price","https://www.orccs.com/index.html","Official sources surface size range and capacity guidance by size group; exact size prices were not all surfaced.",""
"ORCC","1200LBS Heavy Duty Recreational Trampoline","14ft","Round","","168","168","168","","","","","","","","Coil springs","","","400","","","","Galvanized steel","","UV-resistant polyethylene","","2","1","1","0.5","0.5","","","","","319.99","Model family from price","https://www.orccs.com/index.html","Official sources surface size range and capacity guidance by size group; exact size prices were not all surfaced.",""
"ORCC","1200LBS Heavy Duty Recreational Trampoline","15ft","Round","","180","180","180","","","","","","","","Coil springs","","","400","","","","Galvanized steel","","UV-resistant polyethylene","","2","1","1","0.5","0.5","","","","","459.99","Model family from price","https://www.orccs.com/index.html","Official sources surface size range and capacity guidance by size group; exact size prices were not all surfaced.",""
"ORCC","1200LBS Heavy Duty Recreational Trampoline","16ft","Round","","192","192","192","","","","","","","","Coil springs","","","400","","","","Galvanized steel","","UV-resistant polyethylene","","2","1","1","0.5","0.5","","","","","479.99","Model family from price","https://www.orccs.com/index.html","Official sources surface size range and capacity guidance by size group; exact size prices were not all surfaced.",""
"ORCC","1200LBS Oval Outdoor Trampoline with Safety Net","7x10ft","Oval","","120","120","84","","","","","","","","Coil springs","","","","","","","Galvanized steel","","UV-resistant polyethylene","","2","1","1","0.5","0.5","","","","","359.99","Model family from price","https://www.amazon.com/stores/ORCC/page/5364879F-5879-4E74-AD10-AD8089F510B5","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"ORCC","1200LBS Oval Outdoor Trampoline with Safety Net","8x13ft","Oval","","156","156","96","","","","","","","","Coil springs","","","","","","","Galvanized steel","","UV-resistant polyethylene","","2","1","1","0.5","0.5","","","","","399.99","Model family from price","https://www.amazon.com/stores/ORCC/page/5364879F-5879-4E74-AD10-AD8089F510B5","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
